订单号,订单日期,顾客姓名,订单等级,订单数量,销售额,折扣点,运输方式,利润额,单价,运输成本,区域,省份,城市,产品类别,产品子类别,产品名称,产品包箱,运送日期
42725,2015/5/2,李剑,中级,18,231.06,0.04,火车,-29.83,12.28,6.13,华东,浙江,台州,办公用品,容器，箱子,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",小型箱子,2015/5/3
42727,2015/4/29,李剑,其它,11,5510.23,0.01,大卡,915.8,500.98,26,华东,浙江,台州,家具产品,椅子,"Eldon? Expressions? Wood Desk Accessories, Oak",巨型木箱,2015/4/30
42727,2015/4/29,马明丽,其它,21,177.06,0.1,火车,-100.61,8.45,7.77,华北,北京,北京 ,办公用品,剪刀，尺子，锯,Recycled Eldon Regeneration Jumbo File,小型包裹,2015/4/30
42753,2016/1/18,洪岩,中级,45,4072.8175,0.1,火车,897.363,115.99,3,华北,北京,北京 ,技术产品,电话通信产品,Global Troy? Executive Leather Low-Back Tilter,小型箱子,2016/1/20
42754,2014/8/24,洪岩,中级,31,341.71,0.04,火车,32.1895,10.98,5.14,华北,天津,天津 ,办公用品,夹子及其配件 ,Elite 5" Scissors,小型箱子,2014/8/25
42758,2016/11/10,谢湘琪,中级,12,1769.74,0.07,火车,-333.69,152.48,4,华北,北京,北京 ,技术产品,电脑配件,V66,小型箱子,2016/11/12
42758,2016/11/10,梅松林 ,中级,42,638.07,0.05,火车,278.89,15.04,1.97,西北,甘肃,张掖,办公用品,纸张,GBC Imprintable Covers,打包纸袋,2016/11/11
42788,2015/10/13,张弛 ,中级,26,241.92,0.1,火车,67.71,10.14,2.27,西北,陕西,延安,办公用品,纸张,Adesso Programmable 142-Key Keyboard,打包纸袋,2015/10/15
42820,2014/2/16,张弛 ,低级,27,141.56,0.1,火车,-2.852,5.28,2.99,华东,浙江,台州,办公用品,夹子及其配件 ,White GlueTop Scratch Pads,小型箱子,2014/2/23
42823,2014/6/25,吴贵樱,中级,8,49.14,0.05,空运,-22.56,4.28,6.18,华东,浙江,台州,办公用品,纸张,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",小型箱子,2014/6/27
42848,2016/10/6,金相城,其它,50,387.79,0.01,火车,-56.51,7.64,5.83,华东,山东,济宁,办公用品,纸张,Wilson Jones 1" Hanging DublLock? Ring Binders,打包纸袋,2016/10/8
42851,2013/6/1,谢周佩,高级,4,24.32,0.05,空运,-2.97,4.71,0.7,华东,浙江,台州,办公用品,橡皮筋,Xerox 1980,打包纸袋,2013/6/2
42851,2013/6/1,唐丽丽,高级,7,344.301,0.04,空运,-22.902,55.99,1.25,华东,浙江,台州,技术产品,电话通信产品,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",小型包裹,2013/6/2
42852,2013/12/20,范楠,其它,13,129.9,0.02,火车,-63.51,9.06,9.86,华东,浙江,台州,办公用品,纸张,Logitech Cordless Access Keyboard,小型箱子,2013/12/22
42855,2015/7/8,郭红菱,其它,17,135.38,0.05,火车,-71.12,7.98,6.5,华东,山东,济宁,办公用品,容器，箱子,Plymouth Boxed Rubber Bands by Plymouth,中型箱子,2015/7/10
42882,2014/10/27,郭红菱,低级,17,204.07,0.08,空运,-22.55,11.97,4.98,华东,江西,宜春,办公用品,家用电器,Accessory32,小型箱子,2014/10/29
42884,2014/3/12,孙嘉伟,其它,29,12098.87,0.04,大卡,-969.048366,400.98,42.52,华东,安徽,安庆,家具产品,桌子,Southworth 25% Cotton Linen-Finish Paper & Envelopes,巨型纸箱,2014/3/12
42886,2016/1/8,张槟,中级,42,162.57,0.02,火车,75.8,3.75,0.5,华东,上海,上海,办公用品,标签,Iris Project Case,小型箱子,2016/1/10
42887,2016/6/10,王震环,中级,3,35.68,0.01,火车,-11.43,9.78,5.76,华东,安徽,安庆,办公用品,信封,Staples 6 Outlet Surge,小型箱子,2016/6/11
42887,2016/6/10,张槟   ,中级,11,234.76,0.04,火车,-45.65,21.38,8.99,华东,福建,漳州,办公用品,笔、美术用品,Bretford CR8500 Series Meeting Room Furniture,小型包裹,2016/6/12
42887,2016/6/10,刘海华,中级,3,498.49,0.01,大卡,-251.41,145.98,51.92,华东,上海,上海,家具产品,桌子,Avery 510,巨型纸箱,2016/6/12
42912,2014/5/4,王向,其它,4,52.59,0.05,火车,-30.39,11.35,8.6,华东,安徽,黄山,办公用品,容器，箱子,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",小型箱子,2014/5/6
42918,2015/5/22,王向,高级,46,648.26,0.07,火车,30.481,14.27,7.27,华东,上海,上海,办公用品,夹子及其配件 ,Boston 1730 StandUp Electric Pencil Sharpener,小型箱子,2015/5/24
42918,2015/5/22,王向,高级,46,410.43,0.1,火车,-54.5838,9.49,5.76,华东,江西,宜春,技术产品,办公机器,Bevis Rectangular Conference Tables,中型箱子,2015/5/24
42918,2015/5/22,胡培生,高级,38,468.95,0.02,空运,-2.3805,11.5,7.19,华东,安徽,黄山,办公用品,夹子及其配件 ,"SimpliFile? Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",小型箱子,2015/5/24
42919,2015/10/6,武骏,中级,7,1143.4285,0.04,空运,-475.662,195.99,4.2,华南,广东,梅州,技术产品,电话通信产品,"GBC Laser Imprintable Binding System Covers, Desert Sand",小型箱子,2015/10/7
42944,2016/11/18,武骏,中级,43,9750.55,0,大卡,1061.61,216.6,64.2,华南,广东,梅州,家具产品,椅子,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",巨型木箱,2016/11/19
42945,2016/12/29,武骏,其它,45,178.7,0.07,火车,-164.92,3.95,5.13,华南,湖北,鄂州,办公用品,家用电器,Ibico Covers for Plastic or Wire Binding Elements,小型箱子,2016/12/29
42951,2016/9/16,唐勇浩,中级,20,2104.991,0.09,火车,165.447,125.99,8.8,华东,Jiangsu,南通,技术产品,电话通信产品,T65,小型箱子,2016/9/18
42979,2015/5/1,吴祺丽,其它,29,2770.79,0.02,大卡,109.39,90.98,30,华东,上海,上海,家具产品,椅子,Hon Multipurpose Stacking Arm Chairs,巨型木箱,2015/5/3
42981,2013/5/30,肖海峰,中级,4,3510.82,0.05,火车,232.441,896.99,19.99,华南,河南,安阳,办公用品,夹子及其配件 ,"Hoover Replacement Belts For Soft Guard? & Commercial Ltweight Upright Vacs, 2/Pk",小型箱子,2013/6/1
42982,2016/7/27,吴生,低级,12,1318.34,0.02,空运,464.05,105.34,24.49,华南,广东,梅州,家具产品,办公装饰品,Imation DVD-RAM discs,大型箱子,2016/8/5
42982,2016/7/27,向羽,低级,42,1587.59,0.08,火车,651.74,39.89,3.04,华南,广东,梅州,家具产品,办公装饰品,Advantus Plastic Paper Clips,打包纸袋,2016/8/1
43010,2016/10/9,向羽,中级,40,233.2,0,火车,74.83,5.68,1.46,华南,河南,安阳,办公用品,纸张,Hewlett Packard 6S Scientific Calculator,打包纸袋,2016/10/9
43010,2016/10/9,陈华,中级,24,245.53,0.02,火车,83.16,10.14,2.27,华南,广东,梅州,办公用品,纸张,Accessory13,打包纸袋,2016/10/11
43013,2015/4/22,赵宇涛,低级,50,2437.67,0.08,火车,25.68,50.98,22.24,华南,广东,梅州,家具产品,办公装饰品,StarTAC 6500,大型箱子,2015/4/26
43013,2015/4/22,艾梅芳,低级,43,1438.33,0.08,火车,163.38,34.76,8.22,华南,广东,梅州,办公用品,容器，箱子,Office Star - Task Chair with Contemporary Loop Arms,小型箱子,2015/4/27
43043,2016/4/14,王丽霞,中级,4,904.12,0.07,火车,28.81,225.04,11.79,华南,广东,梅州,办公用品,家用电器,GBC DocuBind TL300 Electric Binding System,中型箱子,2016/4/16
43045,2016/6/14,孙嘉伟,中级,47,5301.2,0.01,火车,1126.72,105.29,10.12,华南,广东,梅州,家具产品,办公装饰品,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,大型箱子,2016/6/16
43045,2016/6/14,孙嘉伟,中级,12,418.44,0.05,大卡,-407.17,31.76,45.51,华南,广东,梅州,家具产品,桌子,Ultra Commercial Grade Dual Valve Door Closer,巨型纸箱,2016/6/14
43076,2014/6/16,孙草莓,其它,33,3636.37,0.06,大卡,-176.91,113.98,30,华南,广东,梅州,家具产品,椅子,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",巨型木箱,2014/6/16
43079,2013/7/21,孙草莓,中级,40,1184.03,0.04,火车,-20.79,30.73,4,华南,广东,梅州,技术产品,电脑配件,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",小型箱子,2013/7/22
43104,2016/10/28,郭晓文,高级,50,4648.52,0.1,大卡,1676.7,100.97,14,华南,广东,梅州,技术产品,办公机器,"Dana Fluorescent Magnifying Lamp, White, 36""",巨型木箱,2016/10/31
43109,2016/12/21,郭晓文,中级,19,281.84,0.06,火车,-21.85,15.01,8.4,华南,广东,梅州,办公用品,夹子及其配件 ,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",小型箱子,2016/12/22
43109,2016/12/21,赵子武,中级,25,509.52,0.05,火车,-145.78,20.97,6.5,华北,天津,天津 ,技术产品,电脑配件,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,小型箱子,2016/12/22
43109,2016/12/21,张威微,中级,10,97.02,0.06,火车,-3.96,10.01,1.99,华东,浙江,台州,技术产品,电脑配件,Storex DuraTech Recycled Plastic Frosted Binders,小型包裹,2016/12/22
43110,2015/2/6,张威微,高级,3,21.01,0,火车,-9.69,4.98,5.02,华东,浙江,台州,办公用品,纸张,Polycom ViewStation? ISDN Videoconferencing Unit,小型箱子,2015/2/6
43110,2015/2/6,蒙晓平 ,高级,1,3457.99,0.05,火车,-11861.46,3499.99,24.49,华北,内蒙古,巴彦淖尔,技术产品,复印机、传真机,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,大型箱子,2015/2/8
43111,2015/9/12,蒙晓平 ,高级,27,4722.83,0.01,火车,1749.776,165.98,19.99,华北,北京,北京 ,办公用品,夹子及其配件 ,Hon iLevel? Computer Training Table,小型箱子,2015/9/13
43137,2015/2/26,赵彩瑞,高级,40,6069.05,0.05,火车,1816.71,155.06,7.07,西北,宁夏,固原,办公用品,容器，箱子,Hon Comfortask? Task/Swivel Chairs,小型箱子,2015/2/27
43138,2016/3/14,李秋富,低级,43,1334.05,0.06,火车,581.7655,30.56,2.99,华东,浙江,台州,办公用品,夹子及其配件 ,Fellowes 17-key keypad for PS/2 interface,小型箱子,2016/3/18
43138,2016/3/14,谢建,低级,50,6552.86,0.07,大卡,-692.82,137.48,32.18,华东,浙江,台州,家具产品,书架,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,巨型纸箱,2016/3/16
43140,2013/3/18,周剑宇,中级,23,130.16,0.1,火车,-49.53,5.98,5.14,华南,河南,安阳,办公用品,纸张,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",小型箱子,2013/3/20
43170,2014/5/13,周剑宇,低级,25,7667.78,0.04,大卡,1494.01,306.14,26.53,华北,内蒙古,巴彦淖尔,技术产品,办公机器,Microsoft Internet Keyboard,巨型木箱,2014/5/20
43170,2014/5/13,周剑宇,低级,40,1305.85,0,火车,65.01,30.98,17.08,华北,山西,忻州,办公用品,纸张,TDK 4.7GB DVD-R,小型箱子,2014/5/17
43172,2013/7/3,艾梅芳,低级,19,28.34,0.09,火车,1.68,1.48,0.7,东北,辽宁,辽阳,办公用品,橡皮筋,Xerox 1989,打包纸袋,2013/7/5
43200,2014/7/31,艾梅芳,其它,3,554.32,0.01,火车,-62.1345,172.99,19.99,东北,辽宁,辽阳,办公用品,夹子及其配件 ,Canon imageCLASS 2200 Advanced Copier,小型箱子,2014/8/1
43200,2014/7/31,贺晓波,其它,15,1073.567,0.04,火车,-305.965,85.99,0.99,东北,辽宁,辽阳,技术产品,电话通信产品,GBC DocuBind P100 Manual Binding Machine,打包纸袋,2014/8/1
43203,2016/2/14,周文龙,其它,32,225.16,0.02,火车,-33.69,6.68,5.2,东北,辽宁,辽阳,办公用品,纸张,"Dual Level, Single-Width Filing Carts",小型箱子,2016/2/16
43206,2013/8/23,张晨,中级,16,587.88,0,空运,135.37,35.41,1.99,华南,海南,三沙,技术产品,电脑配件,Surelock? Post Binders,小型包裹,2013/8/24
43207,2014/6/9,张晨,低级,45,2207.9,0.02,火车,579.76,49.34,10.25,华南,广西,防城港,家具产品,办公装饰品,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,大型箱子,2014/6/13
43207,2014/6/9,谢浩,低级,41,139.93,0.05,火车,-3.06,3.28,1.95,华北,天津,天津 ,办公用品,笔、美术用品,Xerox 1974,打包纸袋,2014/6/16
43207,2014/6/9,夏建东,低级,8,15.45,0.05,火车,-7.75,1.81,1.56,华东,浙江,台州,办公用品,橡皮筋,Okidata ML184 Turbo Dot Matrix Printers,打包纸袋,2014/6/11
43233,2014/6/19,夏建东,中级,30,203.48,0.04,空运,-71.91,6.48,6.35,华东,浙江,台州,办公用品,纸张,Xerox 197,小型箱子,2014/6/21
43236,2014/7/3,王燕生,其它,20,205.33,0,火车,10.68,9.77,6.02,华东,浙江,台州,家具产品,办公装饰品,Binder Clips by OIC,中型箱子,2014/7/5
43239,2015/3/16,李雪艳 ,其它,14,270.25,0.02,火车,100.895,18.94,1.49,华东,浙江,台州,办公用品,夹子及其配件 ,Ibico EB-19 Dual Function Manual Binding System,小型箱子,2015/3/18
43267,2015/5/16,李雪艳 ,中级,17,1368.14,0.05,空运,171.26,76.72,19.95,华东,上海,上海,办公用品,家用电器,Accessory4,大型箱子,2015/5/18
43269,2013/4/10,王丽霞,中级,16,843.15,0,火车,355,48.91,5.81,华南,湖南,岳阳,办公用品,纸张,Xerox 1977,小型箱子,2013/4/12
43269,2013/4/10,黄紫嫣,中级,24,3978.02,0.08,火车,1336.9565,165.98,19.99,华南,广东,梅州,办公用品,夹子及其配件 ,Imation DVD-RAM discs,小型箱子,2013/4/12
43270,2016/9/1,肖泽宇,中级,35,343.92,0.06,火车,154.54,10.35,0.99,华南,广东,梅州,办公用品,标签,Electrix Fluorescent Magnifier Lamps & Weighted Base,小型箱子,2016/9/3
43271,2014/3/3,肖泽宇,中级,2,7.75,0.03,火车,-5.27,2.6,2.4,东北,辽宁,辽阳,办公用品,笔、美术用品,"Sanford Colorific? Eraseable Coloring Pencils, 12 Count",打包纸袋,2014/3/4
43296,2016/3/3,肖泽宇,中级,41,1665.81,0.06,火车,557.5235,40.98,7.47,东北,辽宁,辽阳,办公用品,夹子及其配件 ,Colored Push Pins,小型箱子,2016/3/4
43298,2015/7/10,张力华,其它,33,5964.19,0.1,火车,988.199,199.99,24.49,东北,黑龙江,七台河,技术产品,复印机、传真机,Xerox 200,大型箱子,2015/7/12
43298,2015/7/10,王晨柯,其它,15,109.2,0.03,火车,-50.27,6.48,7.37,华北,北京,北京 ,办公用品,纸张,DAX Solid Wood Frames,小型箱子,2015/7/12
43301,2013/8/21,赵磊华,中级,33,3537.84,0,大卡,-80.86,100.89,42,西北,宁夏,固原,家具产品,椅子,Flexible Leather- Look Classic Collection Ring Binder,巨型木箱,2013/8/22
43301,2013/8/21,李宝敏,中级,43,2221.2,0.01,火车,-1127.22,48.91,35,华南,广东,梅州,办公用品,容器，箱子,Honeywell Enviracaire? Portable Air Cleaner for up to 8 x 10 Room,大型箱子,2013/8/23
43302,2015/8/23,张鹏华,低级,39,6888.6635,0.03,火车,1925.577,205.99,5,华东,上海,上海,技术产品,电话通信产品,Xerox 1891,小型箱子,2015/8/30
43302,2015/8/23,张鹏华,低级,4,8.87,0.09,火车,-5.14,1.95,1.63,华南,广东,梅州,办公用品,笔、美术用品,GBC DocuBind P100 Manual Binding Machine,打包纸袋,2015/9/1
43302,2015/8/23,白秋富,低级,43,720.613,0.07,火车,329.679,20.99,0.99,华北,北京,北京 ,技术产品,电话通信产品,Avery 503,打包纸袋,2015/9/1
43329,2014/3/7,吕明 ,中级,42,2475.83,0.09,火车,752.37,59.98,3.99,华北,北京,北京 ,办公用品,家用电器,12 Colored Short Pencils,小型箱子,2014/3/10
43330,2013/4/27,石景涛,其它,40,2205.7585,0.03,火车,337.041,65.99,8.99,华北,河北,张家口,技术产品,电话通信产品,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",小型箱子,2013/4/28
43332,2016/9/10,张玉,高级,31,1750,0.03,空运,559.38,55.48,14.3,华北,山西,忻州,办公用品,纸张,Canon PC-428 Personal Copier,小型箱子,2016/9/10
43360,2013/10/13,张玉,低级,48,112.16,0,火车,-178.29,2.08,5.33,华北,内蒙古,巴彦淖尔,家具产品,办公装饰品,Xerox 210,小型箱子,2013/10/20
43362,2013/1/12,谢建,中级,45,15963.09,0.03,大卡,4276.73,350.98,30,华北,河北,张家口,家具产品,椅子,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,巨型木箱,2013/1/15
43362,2013/1/12,谢建,中级,33,58.48,0.04,火车,2.72,1.68,1,华北,内蒙古,巴彦淖尔,办公用品,笔、美术用品,Tennsco Industrial Shelving,打包纸袋,2013/1/14
43363,2015/9/5,高克强,中级,35,12908.4,0.03,大卡,4084.86,350.99,59,华北,山西,忻州,家具产品,椅子,Phone 918,巨型木箱,2015/9/7
43364,2016/4/7,高克强,高级,21,524.2,0.04,火车,158.98,23.99,6.71,华北,内蒙古,巴彦淖尔,办公用品,信封,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",小型箱子,2016/4/10
43367,2014/3/9,高克强,中级,3,23.38,0.08,火车,-12.19,6.48,5.14,华北,内蒙古,巴彦淖尔,办公用品,纸张,Accessory21,小型箱子,2014/3/12
43367,2014/3/9,周雨生,中级,16,139.37,0.04,空运,1.72,8.34,2.64,华北,内蒙古,巴彦淖尔,办公用品,剪刀，尺子，锯,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,小型包裹,2014/3/10
43367,2014/3/9,李宝敏,中级,18,1221.62,0.01,火车,-468.64,64.65,35,华北,河北,张家口,办公用品,容器，箱子,8260,大型箱子,2014/3/9
43392,2014/12/31,赵瑛杰,中级,39,6553.45,0.03,火车,2969.81,162.93,19.99,华北,河北,张家口,办公用品,信封,Xerox 194,小型箱子,2015/1/2
43397,2015/5/12,林钊,中级,35,2130.31,0.08,大卡,-319.26,60.89,32.41,华北,内蒙古,巴彦淖尔,家具产品,椅子,Eldon? Wave Desk Accessories,巨型木箱,2015/5/13
43398,2015/4/24,杨永根,其它,10,1600.85,0.07,大卡,-193.97,159.31,60,华北,内蒙古,巴彦淖尔,家具产品,桌子,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,巨型木箱,2015/4/25
43399,2013/7/30,杨永根,高级,35,59.66,0.05,火车,-33.34,1.68,1.57,东北,辽宁,辽阳,办公用品,笔、美术用品,Prang Dustless Chalk Sticks,打包纸袋,2013/7/31
43399,2013/7/30,那木,高级,2,377.016,0.1,大卡,-201.276,218.75,69.64,东北,辽宁,辽阳,家具产品,桌子,Global Leather Executive Chair,巨型纸箱,2013/8/1
43399,2013/7/30,王丽霞,高级,8,124.7,0,火车,31.94,15.04,1.97,东北,辽宁,辽阳,办公用品,纸张,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",打包纸袋,2013/8/1
43424,2015/8/18,吴璇,其它,34,772.56,0.04,空运,143.87,22.98,4.5,东北,吉林,白城,办公用品,家用电器,Xerox 23,小型箱子,2015/8/20
43459,2015/11/7,吴璇,中级,26,13905.88,0.05,火车,6441.18,574.74,24.49,东北,吉林,白城,技术产品,办公机器,Acme? Elite Stainless Steel Scissors,大型箱子,2015/11/8
43460,2016/6/11,吴璇,中级,2,25.09,0.07,火车,-17.595,8.04,8.94,东北,吉林,白城,办公用品,夹子及其配件 ,Space Solutions Commercial Steel Shelving,小型箱子,2016/6/12
43488,2016/6/18,周雨生,中级,46,2116.2,0.08,火车,483.67,48.92,4.5,东北,辽宁,辽阳,办公用品,家用电器,Multimedia Mailers,小型箱子,2016/6/19
43488,2016/6/18,高克强,中级,46,766.36,0,火车,399.12,15.57,1.39,东北,吉林,白城,办公用品,信封,"Global Push Button Manager's Chair, Indigo",小型箱子,2016/6/19
43488,2016/6/18,姜昆明,中级,28,547.32,0.1,火车,42.39,20.24,6.67,东北,辽宁,辽阳,家具产品,办公装饰品,Hon Non-Folding Utility Tables,小型包裹,2016/6/19
43488,2016/6/18,孙季 ,中级,13,192.44,0.05,火车,6.7745,14.48,6.46,东北,吉林,白城,办公用品,夹子及其配件 ,Newell 323,小型箱子,2016/6/20
43488,2016/6/18,孙季 ,中级,3,1294.35,0.06,火车,-1569.06,449.99,24.49,东北,吉林,白城,技术产品,复印机、传真机,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,大型箱子,2016/6/20
43493,2016/5/10,孙季 ,高级,22,152.52,0.03,火车,-43.87,6.48,5.94,东北,黑龙江,七台河,办公用品,纸张,White GlueTop Scratch Pads,小型箱子,2016/5/11
43493,2016/5/10,李瑞瑞,高级,14,71.6,0.05,火车,-30.65,4.98,4.7,东北,吉林,白城,办公用品,纸张,Belkin F5C206VTEL 6 Outlet Surge,小型箱子,2016/5/12
43493,2016/5/10,魏学涛,高级,37,1699.983,0.1,火车,-202.862,55.99,5,东北,黑龙江,牡丹江,技术产品,电话通信产品,Polycom ViaVideo? Desktop Video Communications Unit,小型包裹,2016/5/13
43494,2016/1/3,谢语晨,中级,2,3668.28,0.09,火车,-4858.6716,1938.02,13.99,东北,黑龙江,牡丹江,技术产品,办公机器,"Fellowes Twister Kit, Gray/Clear, 3/pkg",中型箱子,2016/1/4
43523,2016/5/23,金林,中级,50,295.37,0.04,火车,-97.23,5.98,5.46,西南,贵州,六盘水,办公用品,纸张,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",小型箱子,2016/5/25
43526,2014/5/26,金林,高级,49,561.06,0.07,火车,-2.23,11.58,6.97,西南,西藏,拉萨,办公用品,信封,Park Ridge? Embossed Executive Business Envelopes,小型箱子,2014/5/26
43526,2014/5/26,金林,高级,19,320.03,0,火车,-43.22,15.31,8.78,西南,重庆,重庆,办公用品,容器，箱子,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",小型箱子,2014/5/27
43553,2013/5/14,金林,其它,29,143.29,0.05,火车,-55.54,4.98,4.72,西南,西藏,拉萨,办公用品,纸张,"GBC White Gloss Covers, Plain Front",小型箱子,2013/5/15
43554,2013/10/30,金林,中级,9,34.18,0.06,火车,-5.46,3.6,2.2,西南,四川,眉山,办公用品,纸张,Hewlett Packard 610 Color Digital Copier / Printer,打包纸袋,2013/11/2
43555,2016/7/3,赵鹏,中级,34,43.54,0,火车,-17.48,1.26,0.7,西南,重庆,重庆,办公用品,橡皮筋,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",打包纸袋,2016/7/5
43556,2016/7/22,赵鹏,低级,31,477.16,0.02,火车,204.18,15.04,1.97,华南,河南,安阳,办公用品,纸张,Staples Copy Paper (20Lb. and 84 Bright),打包纸袋,2016/7/27
43585,2014/11/10,赵鹏,中级,19,1004.18,0.08,空运,374.19,55.48,6.79,华南,广西,防城港,办公用品,纸张,Accessory36,小型箱子,2014/11/12
43588,2016/9/1,陈鹏华,中级,16,3075.752,0.04,大卡,-572.685399,236.97,59.24,华南,广西,防城港,家具产品,桌子,Polycom ViewStation? Adapter H323 Videoconferencing Unit,巨型纸箱,2016/9/4
43590,2013/9/10,任东霖,中级,24,3118.6,0.06,空运,804.2,128.24,12.65,华南,海南,三沙,家具产品,椅子,Xerox 1983,中型箱子,2013/9/12
43620,2013/1/17,刘湘琪,中级,13,196.22,0.05,火车,-89.35,14.81,13.32,华南,广西,防城港,办公用品,家用电器,"Peel & Seel? Recycled Catalog Envelopes, Brown",小型箱子,2013/1/20
43620,2013/1/17,刘湘琪,中级,11,49.76,0.05,空运,-0.13,4.2,2.26,华南,河南,安阳,办公用品,纸张,Eldon Jumbo ProFile? Portable File Boxes Graphite/Black,打包纸袋,2013/1/19
43650,2013/3/23,鲁鸣,其它,3,1759.65,0.06,火车,-2213.75,599.99,24.49,华南,广西,防城港,技术产品,复印机、传真机,Xerox 1949,大型箱子,2013/3/24
43650,2013/3/23,郑维东 ,其它,7,88.59,0.05,火车,-26.29,11.97,5.81,华南,河南,安阳,办公用品,笔、美术用品,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",小型包裹,2013/3/25
43653,2016/10/30,黄锦悦,高级,3,10.62,0.07,火车,-3.96,3.29,1.35,华南,海南,三沙,办公用品,橡皮筋,Bagged Rubber Bands,打包纸袋,2016/10/30
43653,2016/10/30,洪岩,高级,39,666.4,0,空运,2.02,15.73,7.42,华南,广西,防城港,办公用品,剪刀，尺子，锯,White GlueTop Scratch Pads,小型包裹,2016/10/31
43653,2016/10/30,张文涛,高级,10,351.3,0.06,火车,1.45,34.76,8.22,华南,广西,钦州,办公用品,容器，箱子,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",小型箱子,2016/11/1
43682,2016/8/27,李杰仁,中级,14,1849.6,0.06,火车,62.163,155.99,8.99,华南,海南,三沙,技术产品,电话通信产品,Avoid Verbal Orders Carbonless Minifold Book,小型箱子,2016/8/29
43686,2015/5/7,李杰仁,中级,16,1313.64,0.05,火车,284.84,83.1,6.13,华南,海南,三沙,技术产品,电脑配件,Chromcraft Rectangular Conference Tables,小型箱子,2015/5/8
43713,2016/9/7,郭玲玲,中级,12,34.41,0.05,火车,-17.69,2.6,2.4,华南,广西,钦州,办公用品,笔、美术用品,SAFCO Folding Chair Trolley,打包纸袋,2016/9/9
43745,2014/11/1,田霞,低级,43,2433.53,0.02,火车,946.7,54.48,0.99,华南,广西,钦州,办公用品,家用电器,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",小型箱子,2014/11/1
43745,2014/11/1,田霞,低级,26,1368.03,0.04,火车,27.51,50.98,6.5,华南,湖北,鄂州,技术产品,电脑配件,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",小型箱子,2014/11/3
43745,2014/11/1,张颖,低级,41,260.64,0.08,火车,-106.21,6.68,6.15,华南,广西,钦州,办公用品,纸张,Canon PC1080F Personal Copier,小型箱子,2014/11/3
43745,2014/11/1,张颖,低级,32,1250.4265,0.02,火车,303.3,45.99,2.5,华南,广西,钦州,技术产品,电话通信产品,Staples SlimLine Pencil Sharpener,小型箱子,2014/11/1
43745,2014/11/1,吴贵樱,低级,5,128.59,0.07,火车,-15.17,25.98,5.37,华南,广西,钦州,办公用品,家用电器,Acco? Hot Clips? Clips to Go,中型箱子,2014/11/8
43745,2014/11/1,吴贵樱,低级,1,4.97,0.04,火车,-4.91,3.55,1.43,华南,河南,安阳,办公用品,橡皮筋,Acme Galleria? Hot Forged Steel Scissors with Colored Handles,打包纸袋,2014/11/5
43751,2016/6/27,吴贵樱,高级,43,621.44,0.08,火车,-130.96,15.14,4.53,华南,广西,钦州,办公用品,容器，箱子,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",小型箱子,2016/6/29
43779,2013/8/21,王金利,高级,20,3878.49,0.09,火车,1397.86,209.84,21.21,华东,浙江,台州,家具产品,办公装饰品,R280,大型箱子,2013/8/24
43781,2014/2/2,王然,其它,45,497.14,0.05,火车,240.41,10.94,1.39,华东,福建,漳州,办公用品,信封,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",小型箱子,2014/2/2
43781,2014/2/2,蒋曦生,其它,21,917.39,0.02,空运,393.4055,40.98,2.99,华东,江西,宜春,办公用品,夹子及其配件 ,12 Colored Short Pencils,小型箱子,2014/2/3
